,index,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
137,137,39,0.0,0.0,27.0,1.0,1.0,1,4.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
138,138,29,1.0,0.0,20.0,1.0,1.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
139,139,22,0.0,17.0,45.0,1.0,1.0,0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
140,140,38,0.0,0.0,5.0,1.0,0.0,1,3.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
141,141,37,0.0,1.0,45.0,0.0,1.0,1,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
142,142,35,0.0,0.0,3.0,1.0,1.0,0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
143,143,-29,0.0,0.0,12.0,1.0,1.0,0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
144,144,30,1.0,0.0,6.0,1.0,0.0,0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
145,145,37,0.0,0.0,11.0,1.0,0.0,1,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
146,146,24,0.0,1.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
147,147,23,0.0,0.0,39.0,1.0,1.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
148,148,30,0.0,6.0,45.0,1.0,1.0,1,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
149,149,29,1.0,0.0,10.0,1.0,1.0,0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
150,150,19,0.0,2.0,45.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
151,151,32,0.0,0.0,0.0,1.0,0.0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
152,152,28,0.0,12.0,45.0,1.0,1.0,0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
153,153,36,0.0,0.0,8.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
154,154,37,0.0,1.0,45.0,1.0,0.0,1,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
155,155,25,0.0,0.0,8.0,1.0,0.0,1,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
156,156,27,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
157,157,26,0.0,0.0,24.0,1.0,1.0,0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
158,158,27,0.0,0.0,22.0,1.0,1.0,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
159,159,25,0.0,0.0,8.0,1.0,0.0,1,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
160,160,36,0.0,1.0,45.0,1.0,1.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
161,161,25,1.0,0.0,2.0,1.0,0.0,1,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
162,162,31,0.0,0.0,0.0,1.0,1.0,0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
163,163,26,0.0,0.0,7.0,1.0,0.0,0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
164,164,33,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
165,165,27,1.0,1.0,45.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
166,166,34,0.0,0.0,12.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
167,167,42,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
168,168,23,0.0,6.0,45.0,0.0,0.0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,169,24,0.0,1.0,45.0,1.0,1.0,0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
170,170,26,0.0,1.0,45.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
171,171,31,0.0,1.0,45.0,0.0,1.0,1,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
172,172,22,0.0,8.0,45.0,1.0,1.0,1,1.0,5.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
173,173,23,1.0,0.0,17.0,1.0,1.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
174,174,34,1.0,2.0,45.0,1.0,0.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
175,175,31,0.0,0.0,14.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
176,176,28,0.0,1.0,45.0,1.0,1.0,0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
177,177,32,1.0,0.0,7.0,1.0,1.0,1,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0
178,178,45,1.0,0.0,0.0,1.0,1.0,1,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
179,179,33,0.0,0.0,3.0,1.0,1.0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
180,180,29,0.0,21.0,45.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0
181,181,26,1.0,8.0,45.0,0.0,1.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
182,182,28,1.0,1.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
183,183,45,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
184,184,43,0.0,0.0,1.0,1.0,0.0,1,4.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,37,0.0,0.0,7.0,1.0,1.0,0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
186,186,24,0.0,1.0,45.0,1.0,1.0,0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
187,187,26,0.0,7.0,45.0,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
188,188,23,0.0,1.0,45.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
189,189,35,1.0,0.0,0.0,1.0,0.0,1,1.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,190,38,1.0,15.0,45.0,0.0,0.0,1,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
191,191,28,0.0,0.0,10.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
192,192,28,0.0,20.0,45.0,1.0,1.0,0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
193,193,35,0.0,0.0,0.0,1.0,1.0,1,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
194,194,32,1.0,3.0,45.0,1.0,1.0,0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
195,195,31,0.0,13.0,45.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
196,196,35,1.0,0.0,2.0,1.0,1.0,0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
197,197,26,0.0,0.0,0.0,1.0,1.0,0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
198,198,27,0.0,0.0,4.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
199,199,28,0.0,1.0,45.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
200,200,27,1.0,0.0,5.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
201,201,34,1.0,0.0,12.0,1.0,1.0,1,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
202,202,41,0.0,0.0,16.0,1.0,1.0,1,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
203,203,37,0.0,6.0,45.0,1.0,1.0,0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
204,204,34,0.0,17.0,45.0,1.0,0.0,0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
205,205,32,0.0,1.0,45.0,1.0,0.0,1,3.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
206,206,21,0.0,2.0,45.0,1.0,1.0,1,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
207,207,30,0.0,0.0,7.0,1.0,1.0,1,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
208,208,24,0.0,0.0,33.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
209,209,26,0.0,19.0,45.0,1.0,1.0,0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
210,210,40,1.0,0.0,26.0,1.0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
211,211,37,0.0,1.0,45.0,1.0,0.0,0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
212,212,26,0.0,1.0,45.0,0.0,1.0,1,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
213,213,32,1.0,0.0,3.0,1.0,0.0,1,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
214,214,32,1.0,0.0,7.0,1.0,1.0,1,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
215,215,27,1.0,0.0,10.0,0.0,0.0,1,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
216,216,30,0.0,3.0,45.0,0.0,1.0,1,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
217,217,31,0.0,2.0,45.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
218,218,29,1.0,0.0,2.0,1.0,1.0,1,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
219,219,41,0.0,0.0,13.0,1.0,1.0,0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
220,220,34,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
221,221,33,0.0,1.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0
222,222,28,0.0,0.0,6.0,1.0,1.0,0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
223,223,28,0.0,0.0,10.0,1.0,1.0,1,3.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,224,23,0.0,0.0,6.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
225,225,24,0.0,0.0,5.0,1.0,1.0,0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
226,226,32,0.0,0.0,1.0,1.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
227,227,34,0.0,5.0,45.0,0.0,1.0,0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
228,228,24,0.0,0.0,6.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
229,229,26,0.0,1.0,45.0,0.0,1.0,1,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
230,230,36,0.0,0.0,9.0,1.0,1.0,1,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
231,231,41,0.0,0.0,3.0,1.0,1.0,1,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
232,232,38,0.0,1.0,45.0,1.0,1.0,1,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,233,38,0.0,0.0,29.0,1.0,1.0,0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
234,234,30,0.0,4.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
235,235,25,0.0,1.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
236,236,37,0.0,2.0,45.0,1.0,0.0,1,4.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
237,237,34,0.0,1.0,45.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
238,238,37,1.0,0.0,17.0,1.0,0.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
239,239,28,1.0,2.0,45.0,1.0,0.0,1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
240,240,22,0.0,9.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
241,241,34,0.0,0.0,16.0,1.0,0.0,1,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
242,242,33,0.0,0.0,0.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
243,243,25,0.0,15.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
244,244,27,0.0,0.0,15.0,1.0,1.0,0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
245,245,40,0.0,0.0,9.0,1.0,1.0,1,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
246,246,21,0.0,0.0,23.0,1.0,1.0,1,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
247,247,29,0.0,1.0,45.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
248,248,32,0.0,0.0,17.0,1.0,0.0,1,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
249,249,29,1.0,0.0,2.0,1.0,0.0,1,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
250,250,23,0.0,0.0,25.0,1.0,0.0,1,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
251,251,28,0.0,0.0,15.0,1.0,0.0,0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
252,252,31,0.0,0.0,0.0,1.0,0.0,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
253,253,27,0.0,1.0,45.0,1.0,1.0,0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
254,254,24,0.0,0.0,13.0,1.0,1.0,0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
255,255,29,0.0,2.0,45.0,1.0,1.0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
256,256,23,1.0,1.0,45.0,1.0,1.0,1,3.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
257,257,42,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
258,258,24,0.0,1.0,45.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
259,259,25,0.0,5.0,45.0,1.0,0.0,1,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
260,260,27,1.0,0.0,3.0,1.0,1.0,1,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0
261,261,27,0.0,2.0,45.0,1.0,1.0,0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
262,262,30,0.0,0.0,16.0,1.0,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0
263,263,29,0.0,12.0,45.0,1.0,0.0,1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
264,264,43,0.0,2.0,45.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0
265,265,32,0.0,0.0,32.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
266,266,41,0.0,0.0,25.0,1.0,1.0,1,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
267,267,32,0.0,1.0,45.0,0.0,0.0,1,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
268,268,37,1.0,0.0,0.0,1.0,0.0,1,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
269,269,32,0.0,0.0,19.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
270,270,30,0.0,6.0,45.0,0.0,1.0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
271,271,23,1.0,0.0,12.0,1.0,0.0,1,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
272,272,30,0.0,0.0,31.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
273,273,34,0.0,1.0,45.0,1.0,1.0,0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
274,274,38,0.0,0.0,6.0,1.0,1.0,1,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
